Halazepam|Used to relieve anxiety, nervousness, and tension associated with anxiety disorders.|Anti-Anxiety Agents
Alfentanil|For the management of postoperative pain and the maintenance of general anesthesia.|Anesthetics, Intravenous
Colistin|For the treatment of acute or chronic infections due to sensitive strains of certain gram-negative bacilli, particularly <i>Pseudomonas aeruginosa</i>.|Anti-Bacterial Agents
Dicyclomine|For the treatment of functional bowel/irritable bowel syndromeincluding Colicky abdominal pain; diverticulitis|Muscarinic Antagonists
Minaprine|For the treatment of depression|Antidepressive Agents
Pentoxifylline|For the treatment of patients with intermittent lameness or immobility arising from chronic occlusive arterial disease of the limbs.|Platelet Aggregation Inhibitors
Proparacaine|Used as a local (ophthalmic) anesthetic.|Anesthetics, Local
Indapamide|For the treatment of hypertension, alone or in combination with other antihypertensive drugs, as well as for the treatment of salt and fluid retention associated with congestive heart failure or edema from pregnancy (appropriate only in the management of edema of pathologic origin during pregnancy when clearly needed). Also used for the management of edema as a result of various causes.|Antihypertensive Agents
Tropicamide|Indicated to induce mydriasis (dilation of the pupil) and cycloplegia (paralysis of the ciliary muscle of the eye) in diagnostic procedures, such as measurement of refractive errors and examination of the fundus of the eye.|Muscarinic Antagonists
Biperiden|For use as an adjunct in the therapy of all forms of parkinsonism and control of extrapyramidal disorders secondary to neuroleptic drug therapy.|Antiparkinson Agents
Ribavirin|For the treatment of chronic hepatitis C and for respiratory syncytial virus (RSV).|Antiviral Agents
Phenylbutazone|For the treatment of backache and ankylosing spondylitis|Anti-Inflammatory Agents, Non-Steroidal
Fentanyl|For the treatment of cancer patients with severe pain that breaks through their regular narcotic therapy.|Anesthetics, Intravenous
Meloxicam|For symptomatic treatment of arthritis and osteoarthritis.|Anti-Inflammatory Agents, Non-Steroidal
Sodium lauryl sulfate|SLS is used as a surfactant in shampoos and toothpastes. SLS also has microbicidal activities against both enveloped (Herpes simplex viruses, HIV-1, Semliki Forest virus) and nonenveloped (papillomaviruses, reovirus, rotavirus and poliovirus) viruses, although it has not been approved for this use.|Surface-Active Agents
Orciprenaline|For the treatment of bronchospasm, chronic bronchitis, asthma, and emphysema.|Sympathomimetics
Rosoxacin|For the treatment of bacterial infection of respiratory tract, urinary tract, GI, CNS and immuno compromised patients.|Anti-Infective Agents
Propofol|Used for induction and/or maintenance of anaesthesia and for management of refractory status epilepticus. |Hypnotics and Sedatives
Acetazolamide|For adjunctive treatment of: edema due to congestive heart failure; drug-induced edema; centrencephalic epilepsies; chronic simple (open-angle) glaucoma|Diuretics
Tadalafil|Used for the treatment of erectile dysfunction.|Vasodilator Agents
Carprofen|For use as a pain reliever in the treatment of joint pain and post-surgical pain.|Anti-Inflammatory Agents, Non-Steroidal
Disulfiram|For the treatment and management of chronic alcoholism|Enzyme Inhibitors
Ethynodiol|For the prevention of pregnancy in women who elect to use this product as a method of contraception.|Contraceptives, Oral, Synthetic
Enprofylline|Used in the management of symptoms of asthma. Also used in the treatment of peripheral vascular diseases and in the management of cerebrovascular insufficiency, sickle cell disease, and diabetic neuropathy.|Anti-Asthmatic Agents
Menthol|Used to treat occasional minor irritation, pain, sore mouth, and sore throat as well as cough associated with a cold or inhaled irritants.|Antipruritics
Natamycin|For the treatment of fungal blepharitis, conjunctivitis, and keratitis caused by susceptible organisms including <i>Fusarium solani</i> keratitis.|Macrolides
Cinoxacin|For the treatment of initial and recurrent urinary tract infections in adults caused by the following susceptible microorganisms: <i>Escherichia coli</i>, <i>Proteus mirabilis</i>, <i>Proteus vulgaris</i>, <i>Klebsiella</i> species (including <i>K. pneumoniae</i>), and <i>Enterobacter</i> species.|component
Fosfomycin|For the treatment of uncomplicated urinary tract infections (acute cystitis) in women due to susceptible strains of <i>Escherichia coli</i> and <i>Enterococcus faecalis</i>.|Anti-Bacterial Agents
Diazepam|Used in the treatment of severe anxiety disorders, as a hypnotic in the short-term management of insomnia, as a sedative and premedicant, as an anticonvulsant, and in the management of alcohol withdrawal syndrome.|Anti-Anxiety Agents
Phenmetrazine|Used as an anorectic in the treatment of obesity.|Central Nervous System Stimulants
Trifluoperazine|For the treatment of anxiety disorders, depressive symptoms secondary to anxiety and agitation.|Antipsychotic Agents
Phensuximide|For the treatment of epilepsy.|Anticonvulsants
Cefaclor|For the treatment of certain infections caused by bacteria such as pneumonia and ear, lung, skin, throat, and urinary tract infections.|Anti-Bacterial Agents
Mifepristone|For the medical termination of intrauterine pregnancy through 49 days' pregnancy. Also indicated to control hyperglycemia secondary to hypercortisolism in adult patients with endogenous Cushing's syndrome who have type 2 diabetes mellitus or glucose intolerance and are not candidates for surgery or have had unsuccessful surgery.|Hormone Antagonists
Brompheniramine|For the treatment of the symptoms of the common cold and allergic rhinitis, such as runny nose, itchy eyes, watery eyes, and sneezing.|Anti-Allergic Agents
Loperamide|For the control and symptomatic relief of acute nonspecific diarrhea and of chronic diarrhea associated with inflammatory bowel disease or gastroenteritis. Also used for reducing the volume of discharge from ileostomies.|Antidiarrheals
Progabide|Indicated for the treatment of epilepsy.|Antiparkinson Agents
Clocortolone|For short-term topical treatment of the inflammatory and pruritic manifestations of moderate to severe corticosteroid-responsive dermatoses of the scalp.|Corticosteroids
Tolazamide|For use as an adjunct to diet to lower the blood glucose in patients with non-insulin dependent diabetes mellitus (Type II) whose hyperglycemia cannot be satisfactorily controlled by diet alone.|component
Hydroxypropyl cellulose|Used to relieve dryness and irritation caused by reduced tear flow that occurs in certain eye diseases (keratoconjunctivitis sicca), recurrent corneal erosions, decreased corneal sensitivity, exposure and neuroparalytic keratitis, and as a lubricant for artificial eyes.|Artificial Tears
Dobutamine|For inotropic support in the short- term treatment of patients with cardiac decompensation due to depressed contractility resulting either from organic heart disease or from cardiac surgical procedures|Sympathomimetics
Oxazepam|For the treatment of anxiety disorders and alcohol withdrawal. |Anti-Anxiety Agents
Donepezil|For the palliative treatment of mild to moderate dementia of the Alzheimer's type.|function
Nalbuphine|For the relief of moderate to severe pain.|component
Clofazimine|For the treatment of lepromatous leprosy, including dapsone-resistant lepromatous leprosy and lepromatous leprosy complicated by erythema nodosum leprosum.|Anti-Inflammatory Agents, Non-Steroidal
Flurandrenolide|For relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses, particularly dry, scaling localized lesions|Anti-Inflammatory Agents
Cysteamine|Given intravenously or orally to treat radiation sickness. The bitartrate salts (Cystagon® and Procysbi) have been used for the oral treatment of nephropathic cystinosis and cystinurea. The hydrochloride salt (Cystaran™) is indicated for the treatment of corneal cystine crystal accumulation in cystinosis patients.|Radiation-Protective Agents
Methylphenobarbital|For the relief of anxiety, tension, and apprehension, also used as an anticonvulsant for the treatment of epilepsy.|Hypnotics and Sedatives
Perphenazine|For use in the management of the manifestations of psychotic disorders and for the control of severe nausea and vomiting in adults.|Antipsychotic Agents
Dacarbazine|For the treatment of metastatic malignant melanoma. In addition, dacarbazine is also indicated for Hodgkin's disease as a secondary-line therapy when used in combination with other antineoplastic agents.|Antineoplastic Agents, Alkylating
Pseudoephedrine|For the treatment of nasal congestion, sinus congestion, Eustachian tube congestion, and vasomotor rhinitis, and as an adjunct to other agents in the optimum treatment of allergic rhinitis, croup, sinusitis, otitis media, and tracheobronchitis. Also used as first-line therapy of priapism.|component
Temozolomide|For the treatment of adult patients diagnosed with anaplastic astrocytoma whose disease has progressed after therapy with nitrosourea and procarbazine, as well as concomitantly with radiation therapy for treatment of newly diagnosed glioblastoma multiforme. Also used as maintenance therapy for glioblastoma multiforme.|Antineoplastic Agents, Alkylating
Levorphanol|For the management of moderate to severe pain or as a preoperative medication where an opioid analgesic is appropriate|Analgesics, Opioid
Aminolevulinic acid|Aminolevulinic acid plus blue light illumination using a blue light photodynamic therapy illuminator is indicated for the treatment of minimally to moderately thick actinic keratoses of the face or scalp.|Photosensitizing Agents
Chlorphenesin|Used, along with rest and physical therapy, to treat injuries and other painful muscular conditions. Investigated for use in trigeminal neuralgia (tic douloureux), a neuropathic disorder characterized by severe facial pain. Was investigated as a modulator of histamine release.|Muscle Relaxants, Central
Terbinafine|For the treatment of dermatophyte infections of the toenail or fingernail caused by susceptible fungi. Also for the treatment of tinea capitis (scalp ringworm) and tinea corporis (body ringworm) or tinea cruris (jock itch).|Antifungal Agents
Drostanolone|For use in females, for palliation of androgenresponsive recurrent mammary cancer in women who are more than one year but less than five years postmenopausal.|component
Penicillamine|For treatment of Wilson's disease, cystinuria and active rheumatoid arthritis.|Antirheumatic Agents
Prednisolone|For the treatment of primary or secondary adrenocortical insufficiency, such as congenital adrenal hyperplasia, thyroiditis. Also used to treat psoriatic arthritis, rheumatoid arthritis, ankylosing spondylitis, bursitis, acute gouty arthritis and epicondylitis. Also indicated for treatment of systemic lupus erythematosus, pemphigus and acute rhematic carditis. Can be used in the treatment of leukemias, lymphomas, thrombocytopenia purpura and autoimmune hemolytic anemia. Can be used to treat celiac disease, insulin resistance, ulcerative colitis and liver disorders.|Antineoplastic Agents, Hormonal
Diflunisal|For symptomatic treatment of mild to moderate pain accompanied by inflammation (e.g. musculoskeletal trauma, post-dental extraction, post-episiotomy), osteoarthritis, and rheumatoid arthritis.|Anti-Inflammatory Agents, Non-Steroidal
Vardenafil|Used for the treatment of erectile dysfunction|Vasodilator Agents
Ranitidine|Used in the treatment of peptic ulcer disease (PUD), dyspepsia, stress ulcer prophylaxis, and gastroesophageal reflux disease (GERD).|Anti-Ulcer Agents
Tacrolimus|For use after allogenic organ transplant to reduce the activity of the patient's immune system and so the risk of organ rejection. It was first approved by the FDA in 1994 for use in liver transplantation, this has been extended to include kidney, heart, small bowel, pancreas, lung, trachea, skin, cornea, and limb transplants. It has also been used in a topical preparation in the treatment of severe atopic dermatitis.|process
Benzphetamine|For the management of exogenous obesity as a short term adjunct (a few weeks) in a regimen of weight reduction based on caloric restriction|Adrenergic Agents
Alprenolol|For the treatment of hypertension, angina, and arrhythmia|Antihypertensive Agents
Ritodrine|For the treatment and prophylaxis of premature labour|Sympathomimetics
Benzonatate|For the symptomatic relief of cough. Has also been applied locally in the oral cavity in adults by releasing the drug from the liquid-filled capsules to provide oropharyngeal anesthesia for conscious intubation.|Antitussive Agents
Dorzolamide|For the treatment of elevated intraocular pressure in patients with ocular hypertension or open-angle glaucoma. Also used prophylatically for the inhibition of perioperative IOP increase (before neodynium yttrium aluminum garnet laser posterior capsulotomy).|function
Suprofen|Used as eye drops to inhibit the miosis (pupil constriction) that may occur during ocular surgery.|Anti-Inflammatory Agents, Non-Steroidal
Terbutaline|For the prevention and reversal of bronchospasm in patients 12 years of age and older with reversible, obstructive airway disease, as well as symptomatic management of reversible bronchospasm associated with bronchitis and emphysema. Also used acute IV and sub-Q therapy in selected women to inhibit uterine contractions in preterm labor (tocolysis) and prolong gestation when beneficial.|Sympathomimetics
Conivaptan|For the treatment of euvolemic or hypervolemic hyponatremia (e.g. the syndrome of inappropriate secretion of antidiuretic hormone, or in the setting of hypothyroidism, adrenal insufficiency, pulmonary disorders, etc.) in hospitalized patients.|component
Loteprednol|As an ophthalmic it is used for the treatment of steroid responsive inflammatory conditions of the eye such as allergic conjunctivitis, uveitis, acne rosacea, superficial punctate keratitis, herpes zoster keratitis, iritis, cyclitis, and selected infective conjunctivitides. As a nasal spray, used for the treatment and management of seasonal allergic rhinitis.|Anti-Allergic Agents
Guaifenesin|Used to assist the expectoration of phlegm from the airways in acute respiratory tract infections.|Expectorants
Flupentixol|For use in the treatment of schizophrenia and depression|Antipsychotic Agents
Eprosartan|For the management of hypertension alone or in combination with other classes of antihypertensive agents. Also used as a first-line agent in the treatment of diabetic nephropathy, as well as a second-line agent in the treatment of congestive heart failure (only in those intolerant of ACE inhibitors).|component
Sirolimus|For the prophylaxis of organ rejection in patients receiving renal transplants.|Immunosuppressive Agents
Chlorhexidine|For reduction of pocket depth in patients with adult periodontitis, used as an adjunct to scaling and root planing procedures. Also for prevention of dental caries, oropharyngeal decontamination in critically ill patients, hand hygiene in health-care personnel, general skin cleanser, and catheter site preparation and care.|Anti-Infective Agents
Emtricitabine|Indicated, in combination with other antiretroviral agents, for the treatment of HIV-1 infection in adults and for postexposure prophylaxis of HIV infection in health care workers and others exposed occupationally or nonoccupationally via percutaneous injury or mucous membrane or nonintact skin contact with blood, tissues, or other body fluids associated with risk for transmission of the virus.|function
Chlorothiazide|Chlorothiazide is indicated as adjunctive therapy in edema associated with congestive heart failure, hepatic cirrhosis, and corticosteroid and estrogen therapy. It is also indicated in the management of hypertension either as the sole therapeutic agent or to enhance the effectiveness of other antihypertensive drugs in the more severe forms of hypertension.|Antihypertensive Agents
Quinapril|For the treatment of hypertension and as adjunct therapy in the treatment of congestive heart failure. May also be used to slow the rate of progression of renal disease in hypertensive individuals with diabetes mellitus and microalbuminuria or overt nephropathy. |Angiotensin-Converting Enzyme Inhibitors
Clomifene|Used mainly in female infertility due to anovulation (e.g. due to polycystic ovary syndrome) to induce ovulation. |Fertility Agents, Female
Isosorbide Dinitrate|For the prevention of angina pectoris due to coronary artery disease.|Vasodilator Agents
Risedronate|For the treatment of Paget's disease of the bone (osteitis deformans), postmenopausal and glucocorticoid-induced osteoporosis|Bone Density Conservation Agents
Pemirolast|For the prevention of itching of the eyes caused by allergies such as hay fever, and allergic conjunctivitis|Histamine Antagonists
Bumetanide|For the treatment of edema associated with congestive heart failure, hepatic and renal disease including the nephrotic syndrome.|Diuretics
Mechlorethamine|For the palliative treatment of Hodgkin's disease (Stages III and IV), lymphosarcoma, chronic myelocytic or chronic lymphocytic leukemia, polycythemia vera, mycosis fungoides, and bronchogenic carcinoma. Also for the palliative treatment of metastatic carcinoma resulting in effusion.|Antineoplastic Agents, Alkylating
Granisetron|For the prevention of nausea and vomiting associated with initial and repeat courses of emetogenic cancer therapy (including high dose cisplatin), postoperation, and radiation (including total body irradiation and daily fractionated abdominal radiation).|Serotonin Antagonists
Dienestrol|For use in the treatment of atrophic vaginitis and kraurosis vulvae.|Estrogens, Non-Steroidal
Sulfapyridine|For the treatment of dermatitis herpetiformis, benign mucous membrane pemphigoid and pyoderma gangrenosum|Dermatologic Agents
Oxybuprocaine|Used to temporarily numb the front surface of the eye so that the eye pressure can be measured or a foreign body removed.|Anesthetics, Local
Iron Dextran|For treatment of patients with documented iron deficiency in whom oral administration is unsatisfactory or impossible. Also used to replenish body iron stores in Non-Dialysis Dependent-Chronic Kidney Disease (NDD-CKD) patients receiving or not receiving erythropoietin and in Hemodialysis Dependent (HDD-CKD) and Peritoneal Dialysis Dependent (PDD-CKD) - Chronic Kidney Disease patients receiving an erythropoietin.|Hematinics
Testolactone|For palliative treatment of advanced breast cancer in postmenopausal women.|Antineoplastic Agents, Hormonal
Benzylpenicilloyl Polylysine|For use as a adjunct in assessing the risk of administering penicillin (benzylpenicillin or penicillin G).|component
Rimexolone|For the treatment of postoperative inflammation following ocular surgery and in the treatment of anterior uveitis.|Corticosteroids
Triazolam|For the short-term treatment of insomnia.|Anti-Anxiety Agents
Ethanol|For therapeutic neurolysis of nerves or ganglia for the relief of intractable chronic pain in such conditions as inoperable cancer and trigeminal neuralgia (tic douloureux), in patients for whom neurosurgical procedures are contraindicated.|Anti-Infective Agents, Local
Remifentanil|For use during the induction and maintenance of general anesthesia.|Hypnotics and Sedatives
Didanosine|For use, in combination with other antiretroviral agents, in the treatment of HIV-1 infection in adults.|Anti-HIV Agents
Methdilazine|Used for the symptomatic relief of hypersensitivity reactions and particularly for the control of pruritic skin disorders|Histamine Antagonists
Ethacrynic acid|For the treatment of high blood pressure and edema caused by diseases like congestive heart failure, liver failure, and kidney failure.|Enzyme Inhibitors
Ondansetron|For the prevention of nausea and vomiting associated with emetogenic cancer chemotherapy, postoperation, and radiation. Also used for the treatment of postoperative nausea and vomiting.|Antipsychotic Agents
Bimatoprost|For the reduction of elevated intraocular pressure in patients with open angle glaucoma or ocular hypertension who are intolerant of other intraocular pressure lowering medications or insufficiently responsive (failed to achieve target IOP determined after multiple measurements over time) to another intraocular pressure lowering medication.|Anti-glaucoma Agents
Tiagabine|For the treatment of partial seizures|Anticonvulsants
Cocaine|For the introduction of local (topical) anesthesia of accessible mucous membranes of the oral, laryngeal and nasal cavities.|Vasoconstrictor Agents
Quinidine|For the treatment of ventricular pre-excitation and cardiac dysrhythmias|Anti-Arrhythmia Agents
Zonisamide|For use as adjunctive treatment of partial seizures in adults with epilepsy.|Antioxidants
Paricalcitol|For treatment of secondary hyperparathyroidism associated with chronic kidney disease (CKD) Stage 3 and 4|component
Tinidazole|For the treatment of trichomoniasis caused by <i>T. vaginalis</i> in both female and male patients. Also for the treatment of giardiasis caused by <i>G. duodenalis</i> in both adults and pediatric patients older than three years of age and for the treatment of intestinal amebiasis and amebic liver abscess caused by <i>E. histolytica</i> in both adults and pediatric patients older than three years of age.|Antiprotozoal Agents
Repaglinide|As an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. |Hypoglycemic Agents
Anileridine|For treatment and management of pain (systemic) and for use as an anesthesia adjunct.|component
Phenformin|For the reatment of type II diabetes mellitus.|Hypoglycemic Agents
Amantadine|For the chemoprophylaxis, prophylaxis, and treatment of signs and symptoms of infection caused by various strains of influenza A virus. Also for the treatment of parkinsonism and drug-induced extrapyramidal reactions.|Antiviral Agents
Metronidazole|For the treatment of anaerobic infections and mixed infections, surgical prophylaxis requiring anaerobic coverage, Clostridium difficile-associated diarrhea and colitis, Helicobacter pylori infection and duodenal ulcer disease, bacterial vaginosis, Giardia lamblia gastro-enteritis, amebiasis caused by Entamoeba histolytica, acne rosacea (topical treatment), and Trichomonas infections.|Antiprotozoal Agents
Dinoprostone|For the termination of pregnancy during the second trimester (from the 12th through the 20th gestational week as calculated from the first day of the last normal menstrual period), as well as for evacuation of the uterine contents in the management of missed abortion or intrauterine fetal death up to 28 weeks of gestational age as calculated from the first day of the last normal menstrual period. Also used in the management of nonmetastatic gestational trophoblastic disease (benign hydatidiform mole). Other indications include improving the cervical inducibility (cervical "ripening") in pregnant women at or near term with a medical or obstetrical need for labor induction, and the management of postpartum hemorrhage.|Oxytocics
Almotriptan|For the treatment of acute migraine headache in adults|Serotonin Antagonists
Spectinomycin|For use in the treatment of acute gonorrheal urethritis and proctitis in the male and acute gonorrheal cervicitis and proctitis in the female when due to susceptible strains of <i>Neisseria gonorrhoeae</i>.|Anti-Bacterial Agents
Ketotifen|Indicated as an add-on or prophylactic oral medication in the chronic treatment of mild atopic asthmatic children. Also used as self-medication for the temporary relief of itching of the eye due to allergic conjunctivitis (ophthalmic).|Anti-Allergic Agents
Buprenorphine|For the treatment of moderate to severe pain, peri-operative analgesia, and opioid dependence.|Analgesics, Opioid
Levosimendan|For short term treatment of acutely decompensated severe chronic heart failure (CHF). Also being investigated for use/treatment in heart disease.|Phosphodiesterase Inhibitors
Ceforanide|For the treatment of infections caused by susceptible organisms.|Anti-Bacterial Agents
Cyclobenzaprine|For use as an adjunct to rest and physical therapy for relief of muscle spasm associated with acute, painful musculoskeletal conditions.|Tranquilizing Agents
Phenoxybenzamine|For the treatment of phaeochromocytoma (malignant), benign prostatic hypertrophy and malignant essential hypertension.|Antihypertensive Agents
Famotidine|For the treatment of peptic ulcer disease (PUD) and gastroesophageal reflux disease (GERD).|Anti-Ulcer Agents
Azacitidine|For treatment of patients with the following French-American-British myelodysplastic syndrome subtypes: refractory anemia or refractory anemia with ringed sideroblasts (if accompanied by neutropenia or thrombocytopenia or requiring transfusions), refractory anemia with excess blasts, refractory anemia with excess blasts in transformation (now classified as acute myelogenous leukemia with multilineage dysplasia), and chronic myelomonocytic leukemia.|Enzyme Inhibitors
Misoprostol|Indicated for the treatment of ulceration (duodenal, gastric and NSAID induced) and prophylaxis for NSAID induced ulceration.Misoprostol is also indicated for other uses that are not approved in Canada, including the medical termination of an intrauterine pregnancy used alone or in combination with methotrexate,as well as the induction of labour in a selected population of pregnant women with unfavourable cervices. This indication is avoided in women with prior uterine surgery or cesarean surgery due to an increased risk of possible uterine rupture. Misoprostol is also used for the prevention or treatment of serious postpartum hemorrhage.|Oxytocics
Colesevelam|For use, alone or in combination with an HMG-CoA reductase inhibitor, as adjunctive therapy to diet and exercise for the reduction of elevated LDL cholesterol in patients with primary hypercholesterolemia (Fredrickson Type IIa).|Bile acid sequestrants
Methacycline|For the treatment of acute bacterial exacerbations of chronic bronchitis|Anti-Bacterial Agents
Tipranavir|For combination antiretroviral treatment of HIV-1 infected adult patients with evidence of viral replication, who are highly treatment-experienced or have HIV-1 strains resistant to multiple protease inhibitors.|Anti-HIV Agents
Mesoridazine|Used in the treatment of schizophrenia, organic brain disorders, alcoholism and psychoneuroses.|Antipsychotic Agents
Maprotiline|For treatment of depression, including the depressed phase of bipolar depression, psychotic depression, and involutional melancholia, and may also be helpful in treating certain patients suffering severe depressive neurosis.|Antidepressive Agents, Second-Generation
Oxymetazoline|For treatment of nasal congestion and redness associated with minor irritations of the eye|Sympathomimetics
Salicylic acid|Key additive in many skin-care products for the treatment of acne, psoriasis, callouses, corns, keratosis pilaris and warts.|Antifungal Agents
Diethylpropion|Used in the management of exogenous obesity as a short-term adjunct (a few weeks) in a regimen of weight reduction based on caloric restriction.|Appetite Depressants
Salmeterol|For the treatment of asthma and chronic obstructive pulmonary disease (COPD).|Sympathomimetics
Meclofenamic acid|For the relief of mild to moderate pain, for the treatment of primary dysmenorrhea and for the treatment of idiopathic heavy menstrual blood loss. Also for relief of the signs and symptoms of acute and chronic rheumatoid arthritis and osteoarthritis.|Anti-Inflammatory Agents, Non-Steroidal
Methantheline|For the treatment of peptic ulcer disease, irritable bowel syndrome, pancreatitis, gastritis, biliary dyskinesia, pylorosplasm, and reflex neurogenic bladder in children.|Muscarinic Antagonists
Hexafluronium|Used as an adjunct with succinylcholine (or suxamethonium chloride) to prolong muscle relaxation and to prevent succinylcholine-induced muscle fasciculations.|Neuromuscular Agents
Cycrimine|For treatment and management of Parkinson's disease.|Antidyskinetics
Zalcitabine|For the treatment of Human immunovirus (HIV) infections in conjunction with other antivirals.|Anti-HIV Agents
Demecarium|For the topical treatment of chronic open-angle glaucoma.|Cholinergic Agents
Acetylsalicylic acid|For use in the temporary relief of various forms of pain, inflammation associated with various conditions (including rheumatoid arthritis, juvenile rheumatoid arthritis, systemic lupus erythematosus, osteoarthritis, and ankylosing spondylitis), and is also used to reduce the risk of death and/or nonfatal myocardial infarction in patients with a previous infarction or unstable angina pectoris.|Fibrinolytic Agents
Phenprocoumon|Used for the prevention and treatment of thromboembolic disease including venous thrombosis, thromboembolism, and pulmonary embolism as well as for the prevention of ischemic stroke in patients with atrial fibrillation (AF).|Anticoagulants
Fulvestrant|For the treatment of hormone receptor positive metastatic breast cancer in postmenopausal women with disease progression following anti-estrogen therapy.|Antineoplastic Agents
Mezlocillin|Used to treat serious gram&ndash;negative infections of the lungs, urinary tract, and skin.|Penicillins
Felbamate|For use only in those patients who respond inadequately to alternative treatments and whose epilepsy is so severe that a substantial risk of aplastic anemia and/or liver failure is deemed acceptable in light of the benefits conferred by its use.|Anticonvulsants
Fexofenadine|For management of Seasonal allergic rhinitis|Anti-Allergic Agents
Isoniazid|For the treatment of all forms of tuberculosis in which organisms are susceptible.|Antitubercular Agents
Naratriptan|For the acute treatment of migraine attacks with or without aura in adults.|Serotonin Antagonists
Rizatriptan|For treatment of acute migraine attacks with or without aura.|Serotonin Antagonists
Dirithromycin|For the treatment of the following mild-to-moderate infections caused by susceptible strains of microorganisms: acute bacterial exacerbations of chronic bronchitis, secondary bacterial infection of acute bronchitis, community-acquired pneumonia, pharyngitis/tonsilitis, and uncomplicated skin and skin structure infections.|Anti-Infective Agents
Netilmicin|For the treatment of bacteremia, septicaemia, respiratory tract infections, skin and soft-tissue infection, burns, wounds, and peri-operative infections caused by susceptible strains.|Anti-Bacterial Agents
Hydrocodone|For relief of moderate to moderately severe pain. Also used for the symptomatic relief of nonproductive cough, alone or in combination with other antitussives or expectorants.|Analgesics, Opioid
Norgestimate|For the prevention of pregnancy|Contraceptives, Oral, Synthetic
Carboplatin|For the initial treatment of advanced ovarian carcinoma in established combination with other approved chemotherapeutic agents. One established combination regimen consists of PARAPLATIN and cyclophosphamide. It is also indicated for the palliative treatment of patients with ovarian carcinoma recurrent after prior chemotherapy, including patients who have been previously treated with cisplatin. |Antineoplastic Agents
Methylprednisolone|Adjunctive therapy for short-term administration in rheumatoid arthritis.|Anti-Inflammatory Agents
Pindolol|For the management of hypertension, edema, ventricular tachycardias, and atrial fibrillation.|component
Mepivacaine|For production of local or regional analgesia and anesthesia by local infiltration, peripheral nerve block techniques, and central neural techniques including epidural and caudal blocks.|Anesthetics, Local
Zaleplon|For the treatment of short-term treatment of insomnia in adults.|Hypnotics and Sedatives
Bromfenac|For the treatment of postoperative inflammation in patients who have undergone cataract extraction.|function
Apraclonidine|For prevention or reduction of intraoperative and postoperative increases in intraocular pressure (IOP) before and after ocular laser surgery when used prophylactically. Also used as a short-term adjunctive therapy in patients with open-angle glaucoma who are on maximally tolerated medical therapy requiring additional IOP reduction.|Adrenergic alpha-2 Receptor Agonists
Ethiodized oil|For use as a radio-opaque medium for hysterosalpingography and lymphography, and as an antineoplastic agent when part of the iodine is 131-I. It is also used in follow-up imaging for chemoembolization.|Antineoplastic Agents
Telmisartan|Used alone or in combination with other classes of antihypertensives for the treatment of hypertension. Also used in the treatment of diabetic nephropathy in hypertensive patients with type 2 diabetes mellitus, as well as the treatment of congestive heart failure (only in patients who cannot tolerate ACE inhibitors).|component
Desloratadine|For the relief of symptoms of seasonal allergic rhinitis, perennial (non-seasonal) allergic rhinitis. Desloratidine is also used for the sympomatic treatment of pruritus and urticaria (hives) associated with chronic idiopathic urticaria.|Cholinergic Antagonists
Methyldopa|For use in the treatment of hypertension.|Antihypertensive Agents
Alosetron|Only for the treatment of symptoms of severe diarrhea-predominant irritable bowel syndrome (IBS) in women with chronic symptoms (generally lasting greater than 6 months) who does not present with anatomic or biochemical GI abnormalities and have not responded to conventional therapy.|component
Dactinomycin|For the treatment of Wilms' tumor, childhood rhabdomyosarcoma, Ewing's sarcoma and metastatic, nonseminomatous testicular cancer as part of a combination chemotherapy and/or multi-modality treatment regimen|Anti-Bacterial Agents
Selenium Sulfide|For treatment of tinea versicolor, tinea capitis, dandruff and seborrheic dermatitis of the scalp.|Antifungal Agents
Azelastine|For the symptomatic treatment of seasonal allergic rhinitis and non-allergic rhinitis, as well as symptomatic relief of ocular itching associated with allergic conjunctivitis.|Anti-Allergic Agents
Ezetimibe|For use as adjunctive therapy to diet for the reduction of elevated total-C, LDL-C, and Apo B in patients with primary (heterozygous familial and non-familial) hypercholesterolemia.|Cholesterol Absorption Inhibitors
Edetic Acid|For the reduction of blood levels and depot stores of lead in lead poisoning (acute and chronic) and lead encephalopathy, in both pediatric populations and adults.|Anticoagulants
Dipyridamole|For as an adjunct to coumarin anticoagulants in the prevention of postoperative thromboembolic complications of cardiac valve replacement and also used in prevention of angina.|Platelet Aggregation Inhibitors
Telithromycin|For the treatment of <i>Pneumococcal</i> infection, acute sinusitis, acute bacterial tonsillitis, acute bronchitis and bronchiolitis, lower respiratory tract infection and lobar (pneumococcal) pneumonia.|Ketolides
Ethinyl Estradiol|For treatment of moderate to severe vasomotor symptoms associated with the menopause, female hypogonadism, prostatic carcinoma-palliative therapy of advanced disease, breast cancer, as an oral contraceptive, and as emergency contraceptive.|Estrogens
Lomefloxacin|For the treatment of bacterial infections of the respiratory tract (chronic bronchitis) and urinary tract, and as a pre-operative prophylactic to prevent urinary tract infection caused by: <i>S.pneumoniae</i>, <i>H.influenzae</i>, <i>S.aureus</i>, <i>P.aeruginosa</i>, <i>E. cloacae</i>, <i>P. mirabilis</i>, <i>C. civersus</i>, <i>S. asprphyticus</i>, <i>E.coli</i>, and <i>K.pneumoniae</i>.|Anti-Infective Agents
