propantheline|anti-ulcer agents|For the treatment of enuresis. It has also been used for hyperhidrosis, and cramps or spasms of the stomach, intestines or bladder.
estradiol|estrogens|For the treatment of urogenital symptoms associated with post-menopausal atrophy of the vagina (such as dryness, burning, pruritus and dyspareunia) and/or the lower urinary tract (urinary urgency and dysuria).
mefenamic acid|anti-inflammatory agents, non-steroidal|For the treatment of rheumatoid arthritis, osteoarthritis, dysmenorrhea, and mild to moderate pain, inflammation, and fever.
cryptenamine|component|For the treatment of hypertension.
marimastat|enzyme inhibitors|For the treatment of various cancers
aciclovir|antiviral agents|For the treatment and management of herpes zoster (shingles), genital herpes, and chickenpox. 
naproxen|function|For the treatment of rheumatoid arthritis, osteoarthritis, ankylosing spondylitis, tendinitis, bursitis, and acute gout. Also for the relief of mild to moderate pain and the treatment of primary dysmenorrhea.
gadopentetate dimeglumine|contrast media|For use with magnetic resonance imaging (MRI) in adults, and pediatric patients (2 years of age and older) to visualize lesions with abnormal vascularity in the brain (intracranial lesions), spine and associated tissues as well as lesions with abnormal vascularity in the head and neck. Also used to facilitate the visualization of lesions with abnormal vascularity in the body (excluding the heart).
perindopril|angiotensin-converting enzyme inhibitors|For the treatment of mild to moderate essential hypertension, mild to moderate congestive heart failure, and to reduce the cardiovascular risk of individuals with hypertension or post-myocardial infarction and stable coronary disease. 
uracil mustard||Used for its antineoplastic properties.
tripelennamine|anti-allergic agents|Used for the symptomatic relief of hypersensitivity reactions, coughs, and the common cold.
haloprogin|antifungal agents|Used to treat fungal (Tinea) skin infections such as athlete's foot, jock itch, ringworm, and tinea versicolor.
primidone|anticonvulsants|For the treatment of epilepsy
sulfasalazine|antirheumatic agents|For the treatment of Crohn's disease and rheumatoid arthritis as a second-line agent.
candesartan|antihypertensive agents|May be used as a first line agent to treat uncomplicated hypertension, isolated systolic hypertension and left ventricular hypertrophy. May be used as a first line agent to delay progression of diabetic nephropathy. Candesartan may be also used as a second line agent in the treatment of congestive heart failure, systolic dysfunction, myocardial infarction and coronary artery disease in those intolerant of ACE inhibitors.
tolazoline|antihypertensive agents|For the treatment of pulmonary artery anomalies
gentamicin|aminoglycosides|For treatment of serious infections caused by susceptible strains of the following microorganisms: <i>P. aeruginosa</i>, <i>Proteus</i> species (indole-positive and indole-negative), <i>E. coli</i>, <i>Klebsiella-Enterobactor-Serratia</i> species, <i>Citrobacter</i> species and <i>Staphylococcus</i> species (coagulase-positive and coagulase-negative).
tazarotene|dermatologic agents|Used to treat psoriasis, acne and sun damaged skin (photodamage).
fenoldopam|antihypertensive agents|For the in-hospital, short-term (up to 48 hours) management of severe hypertension when rapid, but quickly reversible, emergency reduction of blood pressure is clinically indicated, including malignant hypertension with deteriorating end-organ function.
halazepam|anti-anxiety agents|Used to relieve anxiety, nervousness, and tension associated with anxiety disorders.
alfentanil|anesthetics, intravenous|For the management of postoperative pain and the maintenance of general anesthesia.
colistin|anti-bacterial agents|For the treatment of acute or chronic infections due to sensitive strains of certain gram-negative bacilli, particularly <i>Pseudomonas aeruginosa</i>.
dicyclomine|muscarinic antagonists|For the treatment of functional bowel/irritable bowel syndromeincluding Colicky abdominal pain; diverticulitis
minaprine|antidepressive agents|For the treatment of depression
pentoxifylline|platelet aggregation inhibitors|For the treatment of patients with intermittent lameness or immobility arising from chronic occlusive arterial disease of the limbs.
proparacaine|anesthetics, local|Used as a local (ophthalmic) anesthetic.
indapamide|antihypertensive agents|For the treatment of hypertension, alone or in combination with other antihypertensive drugs, as well as for the treatment of salt and fluid retention associated with congestive heart failure or edema from pregnancy (appropriate only in the management of edema of pathologic origin during pregnancy when clearly needed). Also used for the management of edema as a result of various causes.
tropicamide|muscarinic antagonists|Indicated to induce mydriasis (dilation of the pupil) and cycloplegia (paralysis of the ciliary muscle of the eye) in diagnostic procedures, such as measurement of refractive errors and examination of the fundus of the eye.
biperiden|antiparkinson agents|For use as an adjunct in the therapy of all forms of parkinsonism and control of extrapyramidal disorders secondary to neuroleptic drug therapy.
ribavirin|antiviral agents|For the treatment of chronic hepatitis C and for respiratory syncytial virus (RSV).
phenylbutazone|anti-inflammatory agents, non-steroidal|For the treatment of backache and ankylosing spondylitis
fentanyl|anesthetics, intravenous|For the treatment of cancer patients with severe pain that breaks through their regular narcotic therapy.
meloxicam|anti-inflammatory agents, non-steroidal|For symptomatic treatment of arthritis and osteoarthritis.
sodium lauryl sulfate|surface-active agents|SLS is used as a surfactant in shampoos and toothpastes. SLS also has microbicidal activities against both enveloped (Herpes simplex viruses, HIV-1, Semliki Forest virus) and nonenveloped (papillomaviruses, reovirus, rotavirus and poliovirus) viruses, although it has not been approved for this use.
orciprenaline|sympathomimetics|For the treatment of bronchospasm, chronic bronchitis, asthma, and emphysema.
rosoxacin|anti-infective agents|For the treatment of bacterial infection of respiratory tract, urinary tract, GI, CNS and immuno compromised patients.
propofol|hypnotics and sedatives|Used for induction and/or maintenance of anaesthesia and for management of refractory status epilepticus. 
acetazolamide|diuretics|For adjunctive treatment of: edema due to congestive heart failure; drug-induced edema; centrencephalic epilepsies; chronic simple (open-angle) glaucoma
tadalafil|vasodilator agents|Used for the treatment of erectile dysfunction.
carprofen|anti-inflammatory agents, non-steroidal|For use as a pain reliever in the treatment of joint pain and post-surgical pain.
disulfiram|enzyme inhibitors|For the treatment and management of chronic alcoholism
ethynodiol|contraceptives, oral, synthetic|For the prevention of pregnancy in women who elect to use this product as a method of contraception.
enprofylline|anti-asthmatic agents|Used in the management of symptoms of asthma. Also used in the treatment of peripheral vascular diseases and in the management of cerebrovascular insufficiency, sickle cell disease, and diabetic neuropathy.
menthol|antipruritics|Used to treat occasional minor irritation, pain, sore mouth, and sore throat as well as cough associated with a cold or inhaled irritants.
natamycin|macrolides|For the treatment of fungal blepharitis, conjunctivitis, and keratitis caused by susceptible organisms including <i>Fusarium solani</i> keratitis.
cinoxacin|component|For the treatment of initial and recurrent urinary tract infections in adults caused by the following susceptible microorganisms: <i>Escherichia coli</i>, <i>Proteus mirabilis</i>, <i>Proteus vulgaris</i>, <i>Klebsiella</i> species (including <i>K. pneumoniae</i>), and <i>Enterobacter</i> species.
fosfomycin|anti-bacterial agents|For the treatment of uncomplicated urinary tract infections (acute cystitis) in women due to susceptible strains of <i>Escherichia coli</i> and <i>Enterococcus faecalis</i>.
diazepam|anti-anxiety agents|Used in the treatment of severe anxiety disorders, as a hypnotic in the short-term management of insomnia, as a sedative and premedicant, as an anticonvulsant, and in the management of alcohol withdrawal syndrome.
phenmetrazine|central nervous system stimulants|Used as an anorectic in the treatment of obesity.
trifluoperazine|antipsychotic agents|For the treatment of anxiety disorders, depressive symptoms secondary to anxiety and agitation.
phensuximide|anticonvulsants|For the treatment of epilepsy.
cefaclor|anti-bacterial agents|For the treatment of certain infections caused by bacteria such as pneumonia and ear, lung, skin, throat, and urinary tract infections.
mifepristone|hormone antagonists|For the medical termination of intrauterine pregnancy through 49 days' pregnancy. Also indicated to control hyperglycemia secondary to hypercortisolism in adult patients with endogenous Cushing's syndrome who have type 2 diabetes mellitus or glucose intolerance and are not candidates for surgery or have had unsuccessful surgery.
brompheniramine|anti-allergic agents|For the treatment of the symptoms of the common cold and allergic rhinitis, such as runny nose, itchy eyes, watery eyes, and sneezing.
loperamide|antidiarrheals|For the control and symptomatic relief of acute nonspecific diarrhea and of chronic diarrhea associated with inflammatory bowel disease or gastroenteritis. Also used for reducing the volume of discharge from ileostomies.
progabide|antiparkinson agents|Indicated for the treatment of epilepsy.
clocortolone|corticosteroids|For short-term topical treatment of the inflammatory and pruritic manifestations of moderate to severe corticosteroid-responsive dermatoses of the scalp.
tolazamide|component|For use as an adjunct to diet to lower the blood glucose in patients with non-insulin dependent diabetes mellitus (Type II) whose hyperglycemia cannot be satisfactorily controlled by diet alone.
hydroxypropyl cellulose|artificial tears|Used to relieve dryness and irritation caused by reduced tear flow that occurs in certain eye diseases (keratoconjunctivitis sicca), recurrent corneal erosions, decreased corneal sensitivity, exposure and neuroparalytic keratitis, and as a lubricant for artificial eyes.
dobutamine|sympathomimetics|For inotropic support in the short- term treatment of patients with cardiac decompensation due to depressed contractility resulting either from organic heart disease or from cardiac surgical procedures
oxazepam|anti-anxiety agents|For the treatment of anxiety disorders and alcohol withdrawal. 
donepezil|function|For the palliative treatment of mild to moderate dementia of the Alzheimer's type.
nalbuphine|component|For the relief of moderate to severe pain.
clofazimine|anti-inflammatory agents, non-steroidal|For the treatment of lepromatous leprosy, including dapsone-resistant lepromatous leprosy and lepromatous leprosy complicated by erythema nodosum leprosum.
flurandrenolide|anti-inflammatory agents|For relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses, particularly dry, scaling localized lesions
cysteamine|radiation-protective agents|Given intravenously or orally to treat radiation sickness. The bitartrate salts (Cystagon® and Procysbi) have been used for the oral treatment of nephropathic cystinosis and cystinurea. The hydrochloride salt (Cystaran™) is indicated for the treatment of corneal cystine crystal accumulation in cystinosis patients.
methylphenobarbital|hypnotics and sedatives|For the relief of anxiety, tension, and apprehension, also used as an anticonvulsant for the treatment of epilepsy.
perphenazine|antipsychotic agents|For use in the management of the manifestations of psychotic disorders and for the control of severe nausea and vomiting in adults.
dacarbazine|antineoplastic agents, alkylating|For the treatment of metastatic malignant melanoma. In addition, dacarbazine is also indicated for Hodgkin's disease as a secondary-line therapy when used in combination with other antineoplastic agents.
pseudoephedrine|component|For the treatment of nasal congestion, sinus congestion, Eustachian tube congestion, and vasomotor rhinitis, and as an adjunct to other agents in the optimum treatment of allergic rhinitis, croup, sinusitis, otitis media, and tracheobronchitis. Also used as first-line therapy of priapism.
temozolomide|antineoplastic agents, alkylating|For the treatment of adult patients diagnosed with anaplastic astrocytoma whose disease has progressed after therapy with nitrosourea and procarbazine, as well as concomitantly with radiation therapy for treatment of newly diagnosed glioblastoma multiforme. Also used as maintenance therapy for glioblastoma multiforme.
levorphanol|analgesics, opioid|For the management of moderate to severe pain or as a preoperative medication where an opioid analgesic is appropriate
aminolevulinic acid|photosensitizing agents|Aminolevulinic acid plus blue light illumination using a blue light photodynamic therapy illuminator is indicated for the treatment of minimally to moderately thick actinic keratoses of the face or scalp.
chlorphenesin|muscle relaxants, central|Used, along with rest and physical therapy, to treat injuries and other painful muscular conditions. Investigated for use in trigeminal neuralgia (tic douloureux), a neuropathic disorder characterized by severe facial pain. Was investigated as a modulator of histamine release.
terbinafine|antifungal agents|For the treatment of dermatophyte infections of the toenail or fingernail caused by susceptible fungi. Also for the treatment of tinea capitis (scalp ringworm) and tinea corporis (body ringworm) or tinea cruris (jock itch).
drostanolone|component|For use in females, for palliation of androgenresponsive recurrent mammary cancer in women who are more than one year but less than five years postmenopausal.
penicillamine|antirheumatic agents|For treatment of Wilson's disease, cystinuria and active rheumatoid arthritis.
prednisolone|antineoplastic agents, hormonal|For the treatment of primary or secondary adrenocortical insufficiency, such as congenital adrenal hyperplasia, thyroiditis. Also used to treat psoriatic arthritis, rheumatoid arthritis, ankylosing spondylitis, bursitis, acute gouty arthritis and epicondylitis. Also indicated for treatment of systemic lupus erythematosus, pemphigus and acute rhematic carditis. Can be used in the treatment of leukemias, lymphomas, thrombocytopenia purpura and autoimmune hemolytic anemia. Can be used to treat celiac disease, insulin resistance, ulcerative colitis and liver disorders.
diflunisal|anti-inflammatory agents, non-steroidal|For symptomatic treatment of mild to moderate pain accompanied by inflammation (e.g. musculoskeletal trauma, post-dental extraction, post-episiotomy), osteoarthritis, and rheumatoid arthritis.
vardenafil|vasodilator agents|Used for the treatment of erectile dysfunction
ranitidine|anti-ulcer agents|Used in the treatment of peptic ulcer disease (PUD), dyspepsia, stress ulcer prophylaxis, and gastroesophageal reflux disease (GERD).
tacrolimus|process|For use after allogenic organ transplant to reduce the activity of the patient's immune system and so the risk of organ rejection. It was first approved by the FDA in 1994 for use in liver transplantation, this has been extended to include kidney, heart, small bowel, pancreas, lung, trachea, skin, cornea, and limb transplants. It has also been used in a topical preparation in the treatment of severe atopic dermatitis.
benzphetamine|adrenergic agents|For the management of exogenous obesity as a short term adjunct (a few weeks) in a regimen of weight reduction based on caloric restriction
alprenolol|antihypertensive agents|For the treatment of hypertension, angina, and arrhythmia
ritodrine|sympathomimetics|For the treatment and prophylaxis of premature labour
benzonatate|antitussive agents|For the symptomatic relief of cough. Has also been applied locally in the oral cavity in adults by releasing the drug from the liquid-filled capsules to provide oropharyngeal anesthesia for conscious intubation.
dorzolamide|function|For the treatment of elevated intraocular pressure in patients with ocular hypertension or open-angle glaucoma. Also used prophylatically for the inhibition of perioperative IOP increase (before neodynium yttrium aluminum garnet laser posterior capsulotomy).
suprofen|anti-inflammatory agents, non-steroidal|Used as eye drops to inhibit the miosis (pupil constriction) that may occur during ocular surgery.
terbutaline|sympathomimetics|For the prevention and reversal of bronchospasm in patients 12 years of age and older with reversible, obstructive airway disease, as well as symptomatic management of reversible bronchospasm associated with bronchitis and emphysema. Also used acute IV and sub-Q therapy in selected women to inhibit uterine contractions in preterm labor (tocolysis) and prolong gestation when beneficial.
conivaptan|component|For the treatment of euvolemic or hypervolemic hyponatremia (e.g. the syndrome of inappropriate secretion of antidiuretic hormone, or in the setting of hypothyroidism, adrenal insufficiency, pulmonary disorders, etc.) in hospitalized patients.
loteprednol|anti-allergic agents|As an ophthalmic it is used for the treatment of steroid responsive inflammatory conditions of the eye such as allergic conjunctivitis, uveitis, acne rosacea, superficial punctate keratitis, herpes zoster keratitis, iritis, cyclitis, and selected infective conjunctivitides. As a nasal spray, used for the treatment and management of seasonal allergic rhinitis.
guaifenesin|expectorants|Used to assist the expectoration of phlegm from the airways in acute respiratory tract infections.
flupentixol|antipsychotic agents|For use in the treatment of schizophrenia and depression
eprosartan|component|For the management of hypertension alone or in combination with other classes of antihypertensive agents. Also used as a first-line agent in the treatment of diabetic nephropathy, as well as a second-line agent in the treatment of congestive heart failure (only in those intolerant of ACE inhibitors).
sirolimus|immunosuppressive agents|For the prophylaxis of organ rejection in patients receiving renal transplants.
chlorhexidine|anti-infective agents|For reduction of pocket depth in patients with adult periodontitis, used as an adjunct to scaling and root planing procedures. Also for prevention of dental caries, oropharyngeal decontamination in critically ill patients, hand hygiene in health-care personnel, general skin cleanser, and catheter site preparation and care.
emtricitabine|function|Indicated, in combination with other antiretroviral agents, for the treatment of HIV-1 infection in adults and for postexposure prophylaxis of HIV infection in health care workers and others exposed occupationally or nonoccupationally via percutaneous injury or mucous membrane or nonintact skin contact with blood, tissues, or other body fluids associated with risk for transmission of the virus.
chlorothiazide|antihypertensive agents|Chlorothiazide is indicated as adjunctive therapy in edema associated with congestive heart failure, hepatic cirrhosis, and corticosteroid and estrogen therapy. It is also indicated in the management of hypertension either as the sole therapeutic agent or to enhance the effectiveness of other antihypertensive drugs in the more severe forms of hypertension.
quinapril|angiotensin-converting enzyme inhibitors|For the treatment of hypertension and as adjunct therapy in the treatment of congestive heart failure. May also be used to slow the rate of progression of renal disease in hypertensive individuals with diabetes mellitus and microalbuminuria or overt nephropathy. 
clomifene|fertility agents, female|Used mainly in female infertility due to anovulation (e.g. due to polycystic ovary syndrome) to induce ovulation. 
isosorbide dinitrate|vasodilator agents|For the prevention of angina pectoris due to coronary artery disease.
risedronate|bone density conservation agents|For the treatment of Paget's disease of the bone (osteitis deformans), postmenopausal and glucocorticoid-induced osteoporosis
pemirolast|histamine antagonists|For the prevention of itching of the eyes caused by allergies such as hay fever, and allergic conjunctivitis
bumetanide|diuretics|For the treatment of edema associated with congestive heart failure, hepatic and renal disease including the nephrotic syndrome.
mechlorethamine|antineoplastic agents, alkylating|For the palliative treatment of Hodgkin's disease (Stages III and IV), lymphosarcoma, chronic myelocytic or chronic lymphocytic leukemia, polycythemia vera, mycosis fungoides, and bronchogenic carcinoma. Also for the palliative treatment of metastatic carcinoma resulting in effusion.
granisetron|serotonin antagonists|For the prevention of nausea and vomiting associated with initial and repeat courses of emetogenic cancer therapy (including high dose cisplatin), postoperation, and radiation (including total body irradiation and daily fractionated abdominal radiation).
dienestrol|estrogens, non-steroidal|For use in the treatment of atrophic vaginitis and kraurosis vulvae.
sulfapyridine|dermatologic agents|For the treatment of dermatitis herpetiformis, benign mucous membrane pemphigoid and pyoderma gangrenosum
oxybuprocaine|anesthetics, local|Used to temporarily numb the front surface of the eye so that the eye pressure can be measured or a foreign body removed.
iron dextran|hematinics|For treatment of patients with documented iron deficiency in whom oral administration is unsatisfactory or impossible. Also used to replenish body iron stores in Non-Dialysis Dependent-Chronic Kidney Disease (NDD-CKD) patients receiving or not receiving erythropoietin and in Hemodialysis Dependent (HDD-CKD) and Peritoneal Dialysis Dependent (PDD-CKD) - Chronic Kidney Disease patients receiving an erythropoietin.
testolactone|antineoplastic agents, hormonal|For palliative treatment of advanced breast cancer in postmenopausal women.
benzylpenicilloyl polylysine|component|For use as a adjunct in assessing the risk of administering penicillin (benzylpenicillin or penicillin G).
rimexolone|corticosteroids|For the treatment of postoperative inflammation following ocular surgery and in the treatment of anterior uveitis.
triazolam|anti-anxiety agents|For the short-term treatment of insomnia.
ethanol|anti-infective agents, local|For therapeutic neurolysis of nerves or ganglia for the relief of intractable chronic pain in such conditions as inoperable cancer and trigeminal neuralgia (tic douloureux), in patients for whom neurosurgical procedures are contraindicated.
remifentanil|hypnotics and sedatives|For use during the induction and maintenance of general anesthesia.
didanosine|anti-hiv agents|For use, in combination with other antiretroviral agents, in the treatment of HIV-1 infection in adults.
methdilazine|histamine antagonists|Used for the symptomatic relief of hypersensitivity reactions and particularly for the control of pruritic skin disorders
ethacrynic acid|enzyme inhibitors|For the treatment of high blood pressure and edema caused by diseases like congestive heart failure, liver failure, and kidney failure.
ondansetron|antipsychotic agents|For the prevention of nausea and vomiting associated with emetogenic cancer chemotherapy, postoperation, and radiation. Also used for the treatment of postoperative nausea and vomiting.
bimatoprost|anti-glaucoma agents|For the reduction of elevated intraocular pressure in patients with open angle glaucoma or ocular hypertension who are intolerant of other intraocular pressure lowering medications or insufficiently responsive (failed to achieve target IOP determined after multiple measurements over time) to another intraocular pressure lowering medication.
tiagabine|anticonvulsants|For the treatment of partial seizures
cocaine|vasoconstrictor agents|For the introduction of local (topical) anesthesia of accessible mucous membranes of the oral, laryngeal and nasal cavities.
quinidine|anti-arrhythmia agents|For the treatment of ventricular pre-excitation and cardiac dysrhythmias
zonisamide|antioxidants|For use as adjunctive treatment of partial seizures in adults with epilepsy.
paricalcitol|component|For treatment of secondary hyperparathyroidism associated with chronic kidney disease (CKD) Stage 3 and 4
tinidazole|antiprotozoal agents|For the treatment of trichomoniasis caused by <i>T. vaginalis</i> in both female and male patients. Also for the treatment of giardiasis caused by <i>G. duodenalis</i> in both adults and pediatric patients older than three years of age and for the treatment of intestinal amebiasis and amebic liver abscess caused by <i>E. histolytica</i> in both adults and pediatric patients older than three years of age.
repaglinide|hypoglycemic agents|As an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. 
anileridine|component|For treatment and management of pain (systemic) and for use as an anesthesia adjunct.
phenformin|hypoglycemic agents|For the reatment of type II diabetes mellitus.
amantadine|antiviral agents|For the chemoprophylaxis, prophylaxis, and treatment of signs and symptoms of infection caused by various strains of influenza A virus. Also for the treatment of parkinsonism and drug-induced extrapyramidal reactions.
metronidazole|antiprotozoal agents|For the treatment of anaerobic infections and mixed infections, surgical prophylaxis requiring anaerobic coverage, Clostridium difficile-associated diarrhea and colitis, Helicobacter pylori infection and duodenal ulcer disease, bacterial vaginosis, Giardia lamblia gastro-enteritis, amebiasis caused by Entamoeba histolytica, acne rosacea (topical treatment), and Trichomonas infections.
dinoprostone|oxytocics|For the termination of pregnancy during the second trimester (from the 12th through the 20th gestational week as calculated from the first day of the last normal menstrual period), as well as for evacuation of the uterine contents in the management of missed abortion or intrauterine fetal death up to 28 weeks of gestational age as calculated from the first day of the last normal menstrual period. Also used in the management of nonmetastatic gestational trophoblastic disease (benign hydatidiform mole). Other indications include improving the cervical inducibility (cervical "ripening") in pregnant women at or near term with a medical or obstetrical need for labor induction, and the management of postpartum hemorrhage.
almotriptan|serotonin antagonists|For the treatment of acute migraine headache in adults
spectinomycin|anti-bacterial agents|For use in the treatment of acute gonorrheal urethritis and proctitis in the male and acute gonorrheal cervicitis and proctitis in the female when due to susceptible strains of <i>Neisseria gonorrhoeae</i>.
ketotifen|anti-allergic agents|Indicated as an add-on or prophylactic oral medication in the chronic treatment of mild atopic asthmatic children. Also used as self-medication for the temporary relief of itching of the eye due to allergic conjunctivitis (ophthalmic).
buprenorphine|analgesics, opioid|For the treatment of moderate to severe pain, peri-operative analgesia, and opioid dependence.
levosimendan|phosphodiesterase inhibitors|For short term treatment of acutely decompensated severe chronic heart failure (CHF). Also being investigated for use/treatment in heart disease.
ceforanide|anti-bacterial agents|For the treatment of infections caused by susceptible organisms.
cyclobenzaprine|tranquilizing agents|For use as an adjunct to rest and physical therapy for relief of muscle spasm associated with acute, painful musculoskeletal conditions.
phenoxybenzamine|antihypertensive agents|For the treatment of phaeochromocytoma (malignant), benign prostatic hypertrophy and malignant essential hypertension.
famotidine|anti-ulcer agents|For the treatment of peptic ulcer disease (PUD) and gastroesophageal reflux disease (GERD).
azacitidine|enzyme inhibitors|For treatment of patients with the following French-American-British myelodysplastic syndrome subtypes: refractory anemia or refractory anemia with ringed sideroblasts (if accompanied by neutropenia or thrombocytopenia or requiring transfusions), refractory anemia with excess blasts, refractory anemia with excess blasts in transformation (now classified as acute myelogenous leukemia with multilineage dysplasia), and chronic myelomonocytic leukemia.
misoprostol|oxytocics|Indicated for the treatment of ulceration (duodenal, gastric and NSAID induced) and prophylaxis for NSAID induced ulceration.Misoprostol is also indicated for other uses that are not approved in Canada, including the medical termination of an intrauterine pregnancy used alone or in combination with methotrexate,as well as the induction of labour in a selected population of pregnant women with unfavourable cervices. This indication is avoided in women with prior uterine surgery or cesarean surgery due to an increased risk of possible uterine rupture. Misoprostol is also used for the prevention or treatment of serious postpartum hemorrhage.
colesevelam|bile acid sequestrants|For use, alone or in combination with an HMG-CoA reductase inhibitor, as adjunctive therapy to diet and exercise for the reduction of elevated LDL cholesterol in patients with primary hypercholesterolemia (Fredrickson Type IIa).
methacycline|anti-bacterial agents|For the treatment of acute bacterial exacerbations of chronic bronchitis
tipranavir|anti-hiv agents|For combination antiretroviral treatment of HIV-1 infected adult patients with evidence of viral replication, who are highly treatment-experienced or have HIV-1 strains resistant to multiple protease inhibitors.
mesoridazine|antipsychotic agents|Used in the treatment of schizophrenia, organic brain disorders, alcoholism and psychoneuroses.
maprotiline|antidepressive agents, second-generation|For treatment of depression, including the depressed phase of bipolar depression, psychotic depression, and involutional melancholia, and may also be helpful in treating certain patients suffering severe depressive neurosis.
oxymetazoline|sympathomimetics|For treatment of nasal congestion and redness associated with minor irritations of the eye
salicylic acid|antifungal agents|Key additive in many skin-care products for the treatment of acne, psoriasis, callouses, corns, keratosis pilaris and warts.
diethylpropion|appetite depressants|Used in the management of exogenous obesity as a short-term adjunct (a few weeks) in a regimen of weight reduction based on caloric restriction.
salmeterol|sympathomimetics|For the treatment of asthma and chronic obstructive pulmonary disease (COPD).
meclofenamic acid|anti-inflammatory agents, non-steroidal|For the relief of mild to moderate pain, for the treatment of primary dysmenorrhea and for the treatment of idiopathic heavy menstrual blood loss. Also for relief of the signs and symptoms of acute and chronic rheumatoid arthritis and osteoarthritis.
methantheline|muscarinic antagonists|For the treatment of peptic ulcer disease, irritable bowel syndrome, pancreatitis, gastritis, biliary dyskinesia, pylorosplasm, and reflex neurogenic bladder in children.
hexafluronium|neuromuscular agents|Used as an adjunct with succinylcholine (or suxamethonium chloride) to prolong muscle relaxation and to prevent succinylcholine-induced muscle fasciculations.
cycrimine|antidyskinetics|For treatment and management of Parkinson's disease.
zalcitabine|anti-hiv agents|For the treatment of Human immunovirus (HIV) infections in conjunction with other antivirals.
demecarium|cholinergic agents|For the topical treatment of chronic open-angle glaucoma.
acetylsalicylic acid|fibrinolytic agents|For use in the temporary relief of various forms of pain, inflammation associated with various conditions (including rheumatoid arthritis, juvenile rheumatoid arthritis, systemic lupus erythematosus, osteoarthritis, and ankylosing spondylitis), and is also used to reduce the risk of death and/or nonfatal myocardial infarction in patients with a previous infarction or unstable angina pectoris.
phenprocoumon|anticoagulants|Used for the prevention and treatment of thromboembolic disease including venous thrombosis, thromboembolism, and pulmonary embolism as well as for the prevention of ischemic stroke in patients with atrial fibrillation (AF).
fulvestrant|antineoplastic agents|For the treatment of hormone receptor positive metastatic breast cancer in postmenopausal women with disease progression following anti-estrogen therapy.
mezlocillin|penicillins|Used to treat serious gram&ndash;negative infections of the lungs, urinary tract, and skin.
felbamate|anticonvulsants|For use only in those patients who respond inadequately to alternative treatments and whose epilepsy is so severe that a substantial risk of aplastic anemia and/or liver failure is deemed acceptable in light of the benefits conferred by its use.
fexofenadine|anti-allergic agents|For management of Seasonal allergic rhinitis
isoniazid|antitubercular agents|For the treatment of all forms of tuberculosis in which organisms are susceptible.
naratriptan|serotonin antagonists|For the acute treatment of migraine attacks with or without aura in adults.
rizatriptan|serotonin antagonists|For treatment of acute migraine attacks with or without aura.
dirithromycin|anti-infective agents|For the treatment of the following mild-to-moderate infections caused by susceptible strains of microorganisms: acute bacterial exacerbations of chronic bronchitis, secondary bacterial infection of acute bronchitis, community-acquired pneumonia, pharyngitis/tonsilitis, and uncomplicated skin and skin structure infections.
netilmicin|anti-bacterial agents|For the treatment of bacteremia, septicaemia, respiratory tract infections, skin and soft-tissue infection, burns, wounds, and peri-operative infections caused by susceptible strains.
hydrocodone|analgesics, opioid|For relief of moderate to moderately severe pain. Also used for the symptomatic relief of nonproductive cough, alone or in combination with other antitussives or expectorants.
norgestimate|contraceptives, oral, synthetic|For the prevention of pregnancy
carboplatin|antineoplastic agents|For the initial treatment of advanced ovarian carcinoma in established combination with other approved chemotherapeutic agents. One established combination regimen consists of PARAPLATIN and cyclophosphamide. It is also indicated for the palliative treatment of patients with ovarian carcinoma recurrent after prior chemotherapy, including patients who have been previously treated with cisplatin. 
methylprednisolone|anti-inflammatory agents|Adjunctive therapy for short-term administration in rheumatoid arthritis.
pindolol|component|For the management of hypertension, edema, ventricular tachycardias, and atrial fibrillation.
mepivacaine|anesthetics, local|For production of local or regional analgesia and anesthesia by local infiltration, peripheral nerve block techniques, and central neural techniques including epidural and caudal blocks.
zaleplon|hypnotics and sedatives|For the treatment of short-term treatment of insomnia in adults.
bromfenac|function|For the treatment of postoperative inflammation in patients who have undergone cataract extraction.
apraclonidine|adrenergic alpha-2 receptor agonists|For prevention or reduction of intraoperative and postoperative increases in intraocular pressure (IOP) before and after ocular laser surgery when used prophylactically. Also used as a short-term adjunctive therapy in patients with open-angle glaucoma who are on maximally tolerated medical therapy requiring additional IOP reduction.
ethiodized oil|antineoplastic agents|For use as a radio-opaque medium for hysterosalpingography and lymphography, and as an antineoplastic agent when part of the iodine is 131-I. It is also used in follow-up imaging for chemoembolization.
telmisartan|component|Used alone or in combination with other classes of antihypertensives for the treatment of hypertension. Also used in the treatment of diabetic nephropathy in hypertensive patients with type 2 diabetes mellitus, as well as the treatment of congestive heart failure (only in patients who cannot tolerate ACE inhibitors).
desloratadine|cholinergic antagonists|For the relief of symptoms of seasonal allergic rhinitis, perennial (non-seasonal) allergic rhinitis. Desloratidine is also used for the sympomatic treatment of pruritus and urticaria (hives) associated with chronic idiopathic urticaria.
methyldopa|antihypertensive agents|For use in the treatment of hypertension.
alosetron|component|Only for the treatment of symptoms of severe diarrhea-predominant irritable bowel syndrome (IBS) in women with chronic symptoms (generally lasting greater than 6 months) who does not present with anatomic or biochemical GI abnormalities and have not responded to conventional therapy.
